i,target,point,point2,pair
635,0.428333,0.589965,0.677694,0.555745
636,0.430000,0.556593,0.526464,0.571511
637,0.430000,0.517020,0.247222,0.451211
638,0.430000,0.604489,0.641812,0.668400
639,0.431667,0.521824,0.540203,0.456087
640,0.431667,0.479731,0.445369,0.498448
641,0.431667,0.517185,0.523050,0.633847
642,0.431667,0.444466,0.575888,0.487242
643,0.431667,0.361131,0.227265,0.195260
644,0.431667,0.599162,0.563318,0.656808
645,0.433333,0.659650,0.640177,0.763510
646,0.433333,0.471889,0.489727,0.549793
647,0.433333,0.680188,0.592397,0.796803
648,0.433333,0.639574,0.468430,0.659360
649,0.433333,0.523753,0.464304,0.588544
650,0.433333,0.490626,0.617725,0.517094
651,0.433333,0.688438,0.605301,0.832709
652,0.433333,0.405838,0.296434,0.216197
653,0.433333,0.539954,0.572452,0.449797
654,0.433333,0.505867,0.547714,0.499581
655,0.433333,0.613644,0.487389,0.568624
656,0.433333,0.626548,0.594816,0.717998
657,0.433333,0.513622,0.702893,0.385490
658,0.433333,0.514057,0.579704,0.578388
659,0.433333,0.575056,0.618270,0.574670
660,0.435000,0.546079,0.384736,0.531903
661,0.435000,0.542274,0.367995,0.534284
662,0.435000,0.617764,0.686244,0.601594
663,0.435000,0.523378,0.445625,0.584428
664,0.436667,0.505356,0.630646,0.608195
665,0.436667,0.451134,0.285994,0.456320
666,0.436667,0.512641,0.508548,0.622915
667,0.436667,0.608276,0.611450,0.589376
668,0.438333,0.547920,0.504203,0.493866
669,0.438333,0.490918,0.460266,0.447343
670,0.438333,0.603094,0.418507,0.619040
671,0.438333,0.529678,0.673297,0.668331
672,0.438333,0.576355,0.427981,0.528226
673,0.438333,0.534058,0.369171,0.559270
674,0.438333,0.465079,0.581227,0.432271
675,0.440000,0.479687,0.443332,0.534204
676,0.440000,0.530953,0.465354,0.524136
677,0.440000,0.630959,0.606788,0.672676
678,0.441667,0.602476,0.540391,0.718297
679,0.441667,0.641483,0.548216,0.577373
680,0.441667,0.535217,0.466062,0.474913
681,0.441667,0.378853,0.440726,0.361613
682,0.441667,0.525816,0.520636,0.594715
683,0.443333,0.468868,0.520131,0.446177
684,0.443333,0.441950,0.372328,0.431469
685,0.443333,0.654638,0.582643,0.729105
686,0.443333,0.545363,0.468924,0.667114
687,0.443333,0.625096,0.504461,0.604977
688,0.445000,0.471957,0.492595,0.549820
689,0.445000,0.410003,0.358609,0.404352
690,0.445000,0.619363,0.492437,0.636883
691,0.446667,0.478916,0.385800,0.497995
692,0.446667,0.557110,0.561740,0.514280
693,0.446667,0.489903,0.567987,0.455619
694,0.446667,0.678136,0.688351,0.779346
695,0.446667,0.667181,0.762137,0.725698
696,0.446667,0.602068,0.429530,0.609157
697,0.446667,0.661966,0.701578,0.583561
698,0.448333,0.596320,0.462485,0.576135
699,0.448333,0.624485,0.658057,0.576638
700,0.450000,0.544504,0.417211,0.506232
701,0.450000,0.533608,0.439586,0.474235
702,0.450000,0.480027,0.409327,0.486919
703,0.450000,0.472082,0.430064,0.540619
704,0.450000,0.640858,0.542460,0.606212
705,0.450000,0.610268,0.629479,0.635134
706,0.450000,0.411493,0.461285,0.351513
707,0.450000,0.644711,0.495323,0.619808
708,0.450000,0.608663,0.488916,0.613342
709,0.450000,0.542188,0.409361,0.463937
710,0.450000,0.650292,0.658696,0.730773
711,0.450000,0.675788,0.458479,0.709568
712,0.450000,0.477960,0.434942,0.481341
713,0.450000,0.649842,0.646287,0.759802
714,0.450000,0.600136,0.718878,0.518804
715,0.450000,0.611389,0.516225,0.609825
716,0.450000,0.430596,0.524784,0.363359
717,0.450000,0.666819,0.696803,0.743421
718,0.450000,0.488231,0.587538,0.540766
719,0.450000,0.486975,0.497674,0.549015
720,0.450000,0.682274,0.750998,0.805061
721,0.451667,0.527001,0.475590,0.589089
722,0.451667,0.405177,0.246089,0.264569
723,0.451667,0.495282,0.397821,0.455460
724,0.451667,0.535812,0.396059,0.541824
725,0.451667,0.617292,0.628737,0.637013
726,0.453333,0.635413,0.662551,0.654505
727,0.453333,0.505811,0.643581,0.507661
728,0.453333,0.634955,0.692999,0.629259
729,0.453333,0.673934,0.522760,0.713506
730,0.455000,0.614769,0.535162,0.658683
731,0.455000,0.641954,0.657248,0.647455
732,0.455000,0.586656,0.434056,0.523157
733,0.455000,0.621059,0.589971,0.661494
734,0.455000,0.702718,0.982313,0.950969
735,0.456667,0.663388,0.424522,0.700342
736,0.456667,0.531635,0.479078,0.634600
737,0.456667,0.645089,0.636500,0.642314
738,0.456667,0.510345,0.477531,0.416824
739,0.456667,0.678892,0.523047,0.845638
740,0.458333,0.676708,0.834388,0.807736
741,0.458333,0.587611,0.643085,0.518999
742,0.458333,0.482881,0.355873,0.453241
743,0.458333,0.609920,0.552896,0.576126
744,0.458333,0.537049,0.450503,0.669722
745,0.458333,0.501468,0.521599,0.521429
746,0.460000,0.689498,0.628172,0.758016
747,0.460000,0.584730,0.581643,0.648870
748,0.460000,0.592883,0.581012,0.609340
749,0.460000,0.559706,0.460739,0.534392
750,0.460000,0.496598,0.390358,0.480229
751,0.460000,0.604067,0.578242,0.619021
752,0.460000,0.590847,0.533273,0.467057
753,0.460000,0.540679,0.482971,0.595993
754,0.460000,0.626465,0.592270,0.717971
755,0.461667,0.582800,0.475883,0.474036
756,0.461667,0.660238,0.605732,0.725518
757,0.461667,0.678777,0.656750,0.781605
758,0.461667,0.578423,0.401420,0.638997
759,0.461667,0.483659,0.283087,0.408489
760,0.461667,0.632729,0.516369,0.590071
761,0.463333,0.642633,0.779431,0.698436
762,0.463333,0.646132,0.628058,0.692419
763,0.463333,0.663977,0.667315,0.790163
764,0.463333,0.446504,0.277045,0.433685
765,0.465000,0.659223,0.586080,0.697893
766,0.465000,0.502372,0.539583,0.600983
767,0.465000,0.596176,0.693453,0.526727
768,0.465000,0.688878,0.649315,0.748922
769,0.466667,0.632370,0.735747,0.619388
770,0.466667,0.685955,0.611941,0.780850
771,0.466667,0.485325,0.412879,0.457803
772,0.466667,0.543124,0.388570,0.555138
773,0.466667,0.485887,0.510167,0.569922
774,0.466667,0.552321,0.435388,0.463253
775,0.466667,0.624214,0.569456,0.625184
776,0.466667,0.668629,0.560460,0.694554
777,0.466667,0.642368,0.738177,0.582675
778,0.466667,0.686470,0.908321,0.812225
779,0.466667,0.665695,0.671037,0.734190
780,0.466667,0.600198,0.501223,0.614340
781,0.466667,0.614382,0.503678,0.651267
782,0.466667,0.590424,0.471225,0.532865
783,0.466667,0.675190,0.479353,0.709955
784,0.466667,0.379283,0.312816,0.295339
785,0.466667,0.679463,0.742870,0.803049
786,0.466667,0.525122,0.456479,0.494007
787,0.466667,0.627373,0.520704,0.612172
788,0.468333,0.313353,0.132100,0.118161
789,0.468333,0.547201,0.492413,0.671143
790,0.468333,0.678113,0.600933,0.695275
791,0.470000,0.532227,0.721318,0.433078
792,0.470000,0.451414,0.418198,0.450116
793,0.470000,0.622177,0.573463,0.588855
794,0.470000,0.623672,0.633534,0.681419
795,0.470000,0.488992,0.331038,0.454612
796,0.471667,0.615350,0.559039,0.622290
797,0.471667,0.629214,0.780225,0.650940
798,0.471667,0.532773,0.485566,0.598509
799,0.471667,0.464150,0.267497,0.394588
800,0.471667,0.511885,0.754399,0.503244
801,0.471667,0.654999,0.593433,0.594527
802,0.471667,0.556957,0.666322,0.569304
803,0.471667,0.527134,0.403377,0.461121
804,0.471667,0.680801,0.570994,0.740103
805,0.471667,0.592750,0.718047,0.472914
806,0.473333,0.559778,0.645432,0.574444
807,0.473333,0.662519,0.709916,0.687890
808,0.473333,0.462201,0.447122,0.488109
809,0.473333,0.424669,0.310184,0.290071
810,0.473333,0.624537,0.624955,0.613182
811,0.475000,0.665136,0.664753,0.623608
812,0.475000,0.577101,0.580048,0.583158
813,0.475000,0.653430,0.703738,0.615301
814,0.475000,0.461254,0.309387,0.317346
815,0.475000,0.407906,0.230678,0.344646
816,0.476667,0.622253,0.579856,0.692603
817,0.476667,0.665935,0.553321,0.741280
818,0.476667,0.552549,0.560428,0.474217
819,0.478333,0.658232,0.598733,0.690711
820,0.478333,0.673170,0.668721,0.760288
821,0.478333,0.388243,0.592312,0.236212
822,0.478333,0.521997,0.515677,0.618135
823,0.478333,0.539326,0.453308,0.502314
824,0.478333,0.453515,0.500585,0.463184
825,0.478333,0.549375,0.591850,0.608210
826,0.480000,0.662001,0.641874,0.747222
827,0.480000,0.590210,0.911639,0.634230
828,0.480000,0.572019,0.436609,0.587233
829,0.480000,0.574801,0.625152,0.547987
830,0.480000,0.666373,0.575818,0.698355
831,0.480000,0.502655,0.571308,0.590301
832,0.480000,0.596595,0.541196,0.683560
833,0.480000,0.623103,0.286215,0.600583
834,0.480000,0.652984,0.715996,0.634744
835,0.481667,0.520368,0.522868,0.488755
836,0.481667,0.460820,0.417063,0.422887
837,0.481667,0.588211,0.669061,0.658341
838,0.481667,0.661549,0.574217,0.706825
839,0.481667,0.640541,0.759107,0.716026
840,0.483333,0.595047,0.699920,0.630167
841,0.483333,0.687231,0.580130,0.833860
842,0.483333,0.630791,0.804013,0.624177
843,0.483333,0.603779,0.606548,0.634404
844,0.483333,0.615512,0.587314,0.543403
845,0.483333,0.656342,0.537178,0.677399
846,0.483333,0.673661,0.545207,0.771897
847,0.483333,0.538856,0.647423,0.431367
848,0.483333,0.654779,0.921687,0.681484
849,0.483333,0.508504,0.515210,0.400437
850,0.483333,0.525462,0.567039,0.604837
851,0.483333,0.612712,0.526813,0.557768
852,0.483333,0.624634,0.461100,0.674785
853,0.483333,0.549078,0.421721,0.543641
854,0.483333,0.546192,0.623494,0.525962
855,0.483333,0.674835,0.581424,0.714114
856,0.483333,0.518800,0.607878,0.463852
857,0.483333,0.640115,0.758973,0.688646
858,0.485000,0.702289,0.709338,0.904221
859,0.485000,0.604277,0.642010,0.579534
860,0.485000,0.578656,0.608888,0.515917
861,0.485000,0.570251,0.347703,0.515471
862,0.485000,0.454926,0.436158,0.445311
863,0.485000,0.600633,0.556135,0.562562
864,0.486667,0.567375,0.596820,0.563411
865,0.486667,0.591479,0.588263,0.580562
866,0.486667,0.642166,0.820645,0.612105
867,0.486667,0.624886,0.624259,0.637459
868,0.486667,0.527329,0.484290,0.601043
869,0.488333,0.620341,0.602180,0.594063
870,0.490000,0.615126,0.652637,0.646104
871,0.490000,0.674453,0.715286,0.761925
872,0.490000,0.485311,0.317166,0.379617
873,0.490000,0.448433,0.359585,0.451865
874,0.490000,0.528872,0.567146,0.500959
875,0.490000,0.436015,0.426211,0.474139
876,0.491667,0.458925,0.379312,0.470663
877,0.493333,0.457052,0.400719,0.406958
878,0.493333,0.597964,0.606646,0.616699
879,0.493333,0.464072,0.370529,0.458500
880,0.493333,0.451465,0.365105,0.469282
881,0.495000,0.637901,0.668048,0.671773
882,0.495000,0.458847,0.377206,0.470638
883,0.495000,0.642821,0.775879,0.716062
884,0.495000,0.483641,0.533142,0.449795
885,0.495000,0.660714,0.672485,0.738051
886,0.496667,0.676981,0.757797,0.826154
887,0.496667,0.337914,0.474817,0.140088
888,0.496667,0.529393,0.671609,0.668308
889,0.496667,0.657185,0.571666,0.709627
890,0.496667,0.614462,0.777757,0.687051
891,0.496667,0.663343,0.617579,0.721077
892,0.498333,0.434062,0.417771,0.439382
893,0.498333,0.583758,0.598083,0.442432
894,0.498333,0.640109,0.639597,0.636434
895,0.498333,0.544236,0.269850,0.504574
896,0.500000,0.599935,0.676174,0.649073
897,0.500000,0.425789,0.637687,0.257102
898,0.500000,0.457300,0.386176,0.345068
899,0.500000,0.624377,0.483585,0.644530
900,0.500000,0.627187,0.525863,0.602733
901,0.500000,0.670571,0.894251,0.752021
902,0.500000,0.362749,0.474653,0.186384
903,0.500000,0.565284,0.708909,0.509757
904,0.500000,0.613525,0.651491,0.685743
905,0.500000,0.480317,0.694065,0.398200
906,0.500000,0.565287,0.708913,0.509756
907,0.500000,0.666065,0.503264,0.741332
908,0.500000,0.527289,0.477878,0.495930
909,0.500000,0.686207,0.709584,0.795644
910,0.500000,0.581973,0.210657,0.539963
911,0.500000,0.377651,0.466871,0.246320
912,0.500000,0.687615,0.729388,0.807271
913,0.500000,0.660089,0.577030,0.648931
914,0.500000,0.667150,0.715458,0.724379
915,0.500000,0.678673,0.555176,0.709082
916,0.500000,0.538960,0.482537,0.482948
917,0.500000,0.659803,0.562960,0.712770
918,0.500000,0.590752,0.695555,0.472622
919,0.500000,0.672231,0.704041,0.798558
920,0.500000,0.544933,0.574387,0.497949
921,0.500000,0.624373,0.585695,0.710012
922,0.500000,0.487864,0.555275,0.464622
923,0.500000,0.487468,0.692819,0.412570
924,0.500000,0.675420,0.758962,0.776045
925,0.501667,0.610773,0.553246,0.576142
926,0.501667,0.577141,0.663075,0.529810
927,0.501667,0.467649,0.421664,0.465572
928,0.501667,0.570353,0.552215,0.556649
929,0.501667,0.678559,0.535793,0.792008
930,0.501667,0.469604,0.376872,0.399992
931,0.503333,0.541525,0.477111,0.547658
932,0.503333,0.468127,0.325894,0.381840
933,0.503333,0.563441,0.544834,0.579250
934,0.503333,0.603085,0.697822,0.656572
935,0.503333,0.554760,0.485668,0.656745
936,0.503333,0.654622,0.760288,0.695236
937,0.503333,0.675715,0.857577,0.764852
938,0.503333,0.548296,0.627484,0.492864
939,0.503333,0.524859,0.497174,0.585283
940,0.505000,0.670500,0.747371,0.708434
941,0.505000,0.437034,0.400976,0.455709
942,0.505000,0.691375,0.714276,0.861997
943,0.505000,0.519522,0.330913,0.450017
944,0.505000,0.646051,0.556759,0.638873
945,0.506667,0.467968,0.337469,0.508024
946,0.506667,0.420417,0.338412,0.395036
947,0.506667,0.701766,0.913217,0.949331
948,0.506667,0.617849,0.597808,0.665320
949,0.508333,0.579430,0.641539,0.493522
950,0.508333,0.348724,0.259622,0.201442
951,0.508333,0.664952,0.550191,0.751631
952,0.508333,0.433284,0.547067,0.331487
953,0.508333,0.531064,0.359036,0.535725
954,0.510000,0.622012,0.726428,0.677187
955,0.510000,0.624949,0.749848,0.702778
956,0.510000,0.516267,0.446469,0.488506
957,0.510000,0.643780,0.634772,0.695376
958,0.510000,0.651386,0.690241,0.694160
959,0.511667,0.668604,0.767403,0.718923
960,0.511667,0.456198,0.355554,0.360138
961,0.513333,0.691202,1.000000,0.832121
962,0.513333,0.540714,0.390705,0.518112
963,0.513333,0.617119,0.413556,0.575268
964,0.513333,0.652850,0.678681,0.719601
965,0.513333,0.655922,0.650243,0.628033
966,0.513333,0.673729,0.750316,0.789401
967,0.513333,0.578887,0.789573,0.590904
968,0.515000,0.647282,0.727422,0.709380
969,0.515000,0.660478,0.615996,0.725857
970,0.515000,0.531384,0.662760,0.409962
971,0.515000,0.492453,0.449792,0.452729
972,0.515000,0.664675,0.739764,0.709825
973,0.515000,0.680051,0.581969,0.731157
974,0.516667,0.656324,0.503096,0.729551
975,0.516667,0.470979,0.399248,0.362399
976,0.516667,0.498075,0.775463,0.483131
977,0.516667,0.551668,0.560956,0.475166
978,0.516667,0.437560,0.449320,0.460291
979,0.516667,0.607255,0.841401,0.518463
980,0.516667,0.586636,0.793145,0.612008
981,0.516667,0.506931,0.558144,0.534170
982,0.516667,0.610667,0.607601,0.588988
983,0.516667,0.600865,0.673217,0.620179
984,0.516667,0.529538,0.610473,0.486803
985,0.516667,0.678007,0.805203,0.675708
986,0.516667,0.594643,0.590934,0.609878
987,0.516667,0.488369,0.413014,0.435592
988,0.516667,0.557011,0.514569,0.645353
989,0.516667,0.679085,0.758301,0.802403
990,0.516667,0.534193,0.598841,0.522559
991,0.516667,0.534160,0.452980,0.512469
992,0.516667,0.630757,0.891625,0.666100
993,0.516667,0.676512,0.739499,0.744055
994,0.516667,0.631251,0.553927,0.661671
995,0.516667,0.611870,0.627906,0.632223
996,0.516667,0.674777,0.720419,0.774863
997,0.516667,0.685968,0.966609,0.850145
998,0.516667,0.582743,0.515369,0.571329
999,0.516667,0.593204,0.471443,0.536477
1000,0.516667,0.634466,0.740464,0.619383
1001,0.518333,0.613494,0.412644,0.629351
1002,0.518333,0.589066,0.763326,0.522261
1003,0.518333,0.548837,0.621184,0.564915
1004,0.518333,0.608769,0.579654,0.607025
1005,0.518333,0.596976,0.550379,0.640007
1006,0.518333,0.456846,0.370058,0.470139
1007,0.518333,0.667617,0.595436,0.706568
1008,0.518333,0.611845,0.601569,0.580745
1009,0.520000,0.609298,0.702537,0.600532
1010,0.520000,0.664910,0.774305,0.830228
1011,0.520000,0.625841,0.785909,0.669506
1012,0.520000,0.626195,0.601384,0.691352
1013,0.521667,0.470208,0.216813,0.384847
1014,0.521667,0.578658,0.499648,0.569207
1015,0.521667,0.544221,0.395199,0.570008
1016,0.521667,0.602367,0.746818,0.559790
1017,0.523333,0.445903,0.375100,0.272859
1018,0.523333,0.673306,0.532100,0.710472
1019,0.523333,0.620840,0.592554,0.624966
1020,0.523333,0.617307,0.609627,0.658396
1021,0.523333,0.453937,0.501569,0.464010
1022,0.525000,0.650239,0.591499,0.691774
1023,0.525000,0.564632,0.599143,0.510782
1024,0.525000,0.581669,0.397053,0.532432
1025,0.525000,0.471742,0.412628,0.446986
1026,0.525000,0.602683,0.655564,0.592939
1027,0.525000,0.685233,0.584106,0.837064
1028,0.526667,0.595405,0.590659,0.674461
1029,0.526667,0.548049,0.516601,0.618540
1030,0.526667,0.641329,0.563036,0.600719
1031,0.526667,0.543294,0.503198,0.587074
1032,0.528333,0.524894,0.490437,0.542754
1033,0.528333,0.510559,0.420948,0.495030
1034,0.528333,0.645737,0.651435,0.714265
1035,0.528333,0.467831,0.435939,0.399940
1036,0.528333,0.650262,0.791122,0.684978
1037,0.528333,0.509207,0.544474,0.494145
1038,0.530000,0.584030,0.605038,0.616346
1039,0.530000,0.647087,0.706045,0.632301
1040,0.530000,0.504647,0.504054,0.583076
1041,0.530000,0.412600,0.485368,0.262401
1042,0.530000,0.675151,0.730378,0.787912
1043,0.530000,0.558951,0.581524,0.734924
1044,0.530000,0.602738,0.643556,0.610226
1045,0.531667,0.656005,0.583572,0.677054
1046,0.531667,0.680865,0.793574,0.743169
1047,0.531667,0.522788,0.455174,0.507653
1048,0.531667,0.376331,0.325576,0.374260
1049,0.531667,0.487510,0.494399,0.562593
1050,0.531667,0.620319,0.567259,0.685916
1051,0.531667,0.661085,0.792557,0.713032
1052,0.531667,0.669189,0.623364,0.712128
1053,0.531667,0.568354,0.297741,0.523956
1054,0.531667,0.640886,0.684290,0.643977
1055,0.531667,0.667566,0.767788,0.739040
1056,0.531667,0.569529,0.269507,0.497373
1057,0.531667,0.689236,0.561514,0.779728
1058,0.531667,0.513546,0.397001,0.420520
1059,0.531667,0.659397,0.667680,0.651119
1060,0.533333,0.614729,0.723476,0.581001
1061,0.533333,0.634930,0.702857,0.625229
1062,0.533333,0.684298,0.580453,0.767174
1063,0.533333,0.632734,0.722665,0.622735
1064,0.533333,0.617824,0.387076,0.562449
1065,0.533333,0.457967,0.455580,0.453773
1066,0.533333,0.591566,0.777849,0.473498
1067,0.533333,0.694906,0.814183,0.893041
1068,0.533333,0.653429,0.596637,0.682238
1069,0.533333,0.545962,0.387684,0.408333
1070,0.533333,0.643782,0.691345,0.625297
1071,0.533333,0.628746,0.706985,0.682023
1072,0.533333,0.676393,0.642369,0.683265
1073,0.533333,0.568856,0.592647,0.478542
1074,0.533333,0.564418,0.700952,0.509396
1075,0.533333,0.478861,0.445623,0.496189
1076,0.533333,0.588670,0.355215,0.524661
1077,0.533333,0.631718,0.653745,0.655416
1078,0.533333,0.687543,0.751327,0.753166
1079,0.533333,0.690870,0.560899,0.832872
1080,0.535000,0.625778,0.635179,0.712610
1081,0.535000,0.616223,0.577675,0.570038
1082,0.535000,0.645165,0.610153,0.674011
1083,0.535000,0.591764,0.481951,0.689173
1084,0.535000,0.678904,0.709453,0.767349
1085,0.535000,0.599418,0.687568,0.656047
1086,0.535000,0.608930,0.569850,0.576689
1087,0.535000,0.613094,0.586434,0.678316
1088,0.535000,0.609827,0.724876,0.594997
1089,0.535000,0.679317,0.784046,0.780714
1090,0.536667,0.668089,0.763412,0.705664
1091,0.536667,0.529193,0.434675,0.492797
1092,0.536667,0.610115,0.541732,0.554703
1093,0.536667,0.549512,0.505631,0.677638
1094,0.536667,0.600096,0.593728,0.689059
1095,0.536667,0.658267,0.610655,0.598443
1096,0.536667,0.551916,0.560939,0.475139
1097,0.536667,0.615324,0.693601,0.571417
1098,0.536667,0.507833,0.523817,0.407249
1099,0.538333,0.654904,0.409836,0.695090
1100,0.538333,0.620129,0.580890,0.660936
1101,0.538333,0.620861,0.656647,0.639644
1102,0.538333,0.620711,0.692553,0.598180
1103,0.538333,0.676379,0.814583,0.803174
1104,0.538333,0.656022,0.697966,0.676289
1105,0.538333,0.581816,0.624471,0.549506
1106,0.540000,0.626554,0.696775,0.681486
1107,0.540000,0.517845,0.683168,0.462158
1108,0.540000,0.485432,0.364574,0.518640
1109,0.540000,0.636530,0.653309,0.677784
1110,0.540000,0.541980,0.541101,0.604870
1111,0.540000,0.610585,0.548159,0.639847
1112,0.540000,0.495168,0.555814,0.547774
1113,0.540000,0.602004,0.640924,0.592570
1114,0.540000,0.639775,0.830884,0.614467
1115,0.541667,0.582624,0.661277,0.549449
1116,0.541667,0.421532,0.421985,0.314069
1117,0.541667,0.507241,0.789413,0.469643
1118,0.541667,0.600900,0.529831,0.506924
1119,0.541667,0.424800,0.447352,0.376250
1120,0.541667,0.635334,0.516327,0.597563
1121,0.541667,0.504585,0.492213,0.452971
1122,0.541667,0.678678,0.651710,0.769934
1123,0.541667,0.675805,0.760473,0.799588
1124,0.541667,0.574705,0.656392,0.616356
1125,0.543333,0.489099,0.316151,0.432126
1126,0.543333,0.604214,0.637938,0.603228
1127,0.543333,0.669793,0.946178,0.741078
1128,0.545000,0.434910,0.445916,0.459382
1129,0.545000,0.657821,0.585195,0.630309
1130,0.545000,0.522451,0.630934,0.598117
1131,0.545000,0.517158,0.576729,0.581952
1132,0.545000,0.459313,0.379879,0.372946
1133,0.545000,0.638977,0.814115,0.666366
1134,0.545000,0.671596,0.559105,0.746287
1135,0.545000,0.659377,0.647240,0.635355
1136,0.546667,0.669321,0.580524,0.746764
1137,0.546667,0.484744,0.587148,0.547970
1138,0.546667,0.640072,0.522254,0.714893
1139,0.546667,0.678909,0.665976,0.781912
1140,0.546667,0.564864,0.616557,0.471560
1141,0.546667,0.638896,0.823215,0.612615
1142,0.546667,0.631744,0.763355,0.660909
1143,0.546667,0.667026,0.559628,0.665695
1144,0.546667,0.564815,0.515646,0.655669
1145,0.546667,0.645586,0.746204,0.709751
1146,0.546667,0.598444,0.530343,0.694966
1147,0.546667,0.505913,0.542494,0.579249
1148,0.546667,0.678909,0.665983,0.781913
1149,0.548333,0.682362,0.753316,0.743848
1150,0.548333,0.457227,0.706988,0.411072
1151,0.548333,0.524727,0.516778,0.590067
1152,0.548333,0.561194,0.472973,0.549711
1153,0.548333,0.653919,0.649799,0.568395
1154,0.548333,0.676086,0.767628,0.811201
1155,0.548333,0.407684,0.343510,0.405125
1156,0.548333,0.603805,0.703247,0.670794
1157,0.548333,0.551642,0.569800,0.548775
1158,0.548333,0.650508,0.618473,0.677564
1159,0.548333,0.600854,0.682034,0.627192
1160,0.550000,0.541301,0.546964,0.563331
1161,0.550000,0.603006,0.578551,0.506561
1162,0.550000,0.483477,0.579629,0.394774
1163,0.550000,0.691269,0.622561,0.863542
1164,0.550000,0.650944,0.614976,0.700083
1165,0.550000,0.671561,0.519839,0.734425
1166,0.550000,0.688406,0.623084,0.869776
1167,0.550000,0.692323,0.779290,0.828898
1168,0.550000,0.649513,0.688850,0.682591
1169,0.550000,0.690755,0.605314,0.849484
1170,0.550000,0.486319,0.423303,0.472307
1171,0.550000,0.665452,0.543621,0.715072
1172,0.550000,0.683611,0.941664,0.883957
1173,0.550000,0.596011,0.730995,0.596613
1174,0.551667,0.667750,0.712560,0.770060
1175,0.551667,0.538886,0.608904,0.582465
1176,0.551667,0.514919,0.627309,0.406594
1177,0.551667,0.502833,0.701163,0.590743
1178,0.551667,0.667826,0.600245,0.705336
1179,0.551667,0.668132,0.544333,0.728402
1180,0.551667,0.469655,0.489924,0.420728
1181,0.551667,0.629780,0.587325,0.700876
1182,0.553333,0.617872,0.370371,0.577138
1183,0.553333,0.475808,0.546362,0.575235
1184,0.553333,0.579729,0.521115,0.660494
1185,0.553333,0.617930,0.372848,0.577171
1186,0.553333,0.525148,0.456060,0.475036
1187,0.553333,0.666814,0.581258,0.721924
1188,0.555000,0.614748,0.639624,0.658807
1189,0.555000,0.508192,0.539624,0.478419
1190,0.555000,0.652287,0.621219,0.630771
1191,0.555000,0.527975,0.566835,0.618411
1192,0.555000,0.422520,0.420843,0.317340
1193,0.555000,0.652905,0.681151,0.719624
1194,0.556667,0.466965,0.560313,0.463476
1195,0.556667,0.555406,0.625396,0.569099
1196,0.556667,0.425831,0.422511,0.292375
1197,0.556667,0.564381,0.596926,0.537942
1198,0.556667,0.616497,0.608883,0.692485
1199,0.556667,0.602750,0.695741,0.656558
1200,0.556667,0.465939,0.347212,0.379271
1201,0.558333,0.630904,0.814951,0.635922
1202,0.558333,0.670889,0.656497,0.730803
1203,0.558333,0.665725,0.623759,0.691154
1204,0.558333,0.680189,0.759830,0.708519
1205,0.558333,0.476215,0.359575,0.488715
1206,0.558333,0.540460,0.376779,0.572791
1207,0.558333,0.615505,0.598160,0.678819
1208,0.558333,0.680118,0.431721,0.745321
1209,0.560000,0.643260,0.503658,0.606211
1210,0.560000,0.586870,0.496786,0.474961
1211,0.560000,0.525102,0.605030,0.626215
1212,0.560000,0.528448,0.422041,0.477153
1213,0.560000,0.600830,0.795502,0.672088
1214,0.560000,0.659403,0.635872,0.723477
1215,0.560000,0.483254,0.498853,0.406591
1216,0.560000,0.493304,0.467899,0.536554
1217,0.560000,0.691758,0.625613,0.821948
1218,0.560000,0.529006,0.369125,0.555822
1219,0.561667,0.658082,0.673128,0.701803
1220,0.561667,0.679113,0.646948,0.769352
1221,0.561667,0.678731,0.742142,0.783193
1222,0.561667,0.503669,0.404035,0.482787
1223,0.561667,0.412326,0.482418,0.289071
1224,0.561667,0.540546,0.666364,0.539918
1225,0.563333,0.496296,0.568255,0.546288
1226,0.563333,0.620025,0.568413,0.705893
1227,0.563333,0.674767,0.884991,0.743096
1228,0.563333,0.468434,0.613757,0.415699
1229,0.563333,0.578368,0.649220,0.568634
1230,0.563333,0.529174,0.583576,0.525125
1231,0.565000,0.558231,0.467249,0.510944
1232,0.565000,0.699128,0.681568,0.854864
1233,0.565000,0.650944,0.624613,0.721734
1234,0.565000,0.633470,0.514814,0.618674
1235,0.566667,0.636568,0.664150,0.557707
1236,0.566667,0.470085,0.412143,0.441441
1237,0.566667,0.671597,0.594322,0.717901
1238,0.566667,0.584102,0.653558,0.467629
1239,0.566667,0.674779,0.677009,0.715429
1240,0.566667,0.626934,0.545110,0.679967
1241,0.566667,0.632352,0.651304,0.680105
1242,0.566667,0.670850,0.511410,0.706381
1243,0.566667,0.646377,0.857543,0.614938
1244,0.566667,0.667706,0.702016,0.695210
1245,0.566667,0.559010,0.454582,0.528484
1246,0.566667,0.634886,0.603304,0.719109
1247,0.566667,0.538598,0.742529,0.455001
1248,0.566667,0.644694,0.742713,0.666866
1249,0.566667,0.581424,0.613681,0.569586
1250,0.566667,0.690743,0.605146,0.849466
1251,0.566667,0.671966,0.648449,0.699836
1252,0.566667,0.674419,0.594270,0.744094
1253,0.568333,0.686759,0.799400,0.837209
1254,0.568333,0.562214,0.525426,0.565721
1255,0.568333,0.652466,0.730660,0.692339
1256,0.568333,0.557934,0.652100,0.620287
1257,0.568333,0.680081,0.798272,0.803853
1258,0.568333,0.501570,0.288564,0.386691
