i,target,point,pair
822,0.478333,0.410209,0.490277
823,0.478333,0.617796,0.559179
824,0.478333,0.548622,0.591253
825,0.478333,0.637113,0.567889
826,0.480000,0.434955,0.478239
827,0.480000,0.616991,0.640287
828,0.480000,0.370891,0.422832
829,0.480000,0.583920,0.572483
830,0.480000,0.684945,0.578490
831,0.480000,0.624131,0.533205
832,0.480000,0.387892,0.439824
833,0.480000,0.681313,0.504140
834,0.480000,0.645535,0.668224
835,0.481667,0.592199,0.594325
836,0.481667,0.517002,0.587165
837,0.481667,0.502966,0.562227
838,0.481667,0.680224,0.575118
839,0.481667,0.543880,0.450874
840,0.483333,0.661549,0.694927
841,0.483333,0.605250,0.563862
842,0.483333,0.666212,0.620073
843,0.483333,0.644655,0.679589
844,0.483333,0.611018,0.629152
845,0.483333,0.670694,0.552287
846,0.483333,0.615548,0.564519
847,0.483333,0.538860,0.530507
848,0.483333,0.688371,0.564436
849,0.483333,0.662956,0.556403
850,0.483333,0.578158,0.599992
851,0.483333,0.507275,0.535108
852,0.483333,0.560071,0.575627
853,0.483333,0.656104,0.731922
854,0.483333,0.591380,0.501851
855,0.483333,0.663363,0.556400
856,0.483333,0.582615,0.599052
857,0.483333,0.662163,0.633722
858,0.485000,0.686078,0.500738
859,0.485000,0.602379,0.639718
860,0.485000,0.520702,0.640780
861,0.485000,0.608579,0.531225
862,0.485000,0.490195,0.559214
863,0.485000,0.571244,0.601830
864,0.486667,0.366595,0.548093
865,0.486667,0.592302,0.677392
866,0.486667,0.674637,0.551925
867,0.486667,0.660599,0.669278
868,0.486667,0.522770,0.522097
869,0.488333,0.655577,0.621706
870,0.490000,0.575029,0.583993
871,0.490000,0.677523,0.624012
872,0.490000,0.515874,0.506783
873,0.490000,0.469194,0.516508
874,0.490000,0.543065,0.580051
875,0.490000,0.501222,0.581784
876,0.491667,0.471391,0.527094
877,0.493333,0.624708,0.573135
878,0.493333,0.587361,0.612636
879,0.493333,0.474556,0.537154
880,0.493333,0.465780,0.506866
881,0.495000,0.619216,0.529836
882,0.495000,0.471661,0.530109
883,0.495000,0.544845,0.501064
884,0.495000,0.438497,0.507280
885,0.495000,0.706012,0.604057
886,0.496667,0.609680,0.725764
887,0.496667,0.385002,0.401875
888,0.496667,0.660123,0.605833
889,0.496667,0.706548,0.734293
890,0.496667,0.554676,0.452678
891,0.496667,0.669078,0.598569
892,0.498333,0.579887,0.659975
893,0.498333,0.562616,0.521746
894,0.498333,0.632034,0.514586
895,0.498333,0.414307,0.435524
896,0.500000,0.512373,0.566943
897,0.500000,0.435268,0.392360
898,0.500000,0.477465,0.482002
899,0.500000,0.596975,0.512822
900,0.500000,0.606944,0.566407
901,0.500000,0.700733,0.745279
902,0.500000,0.396953,0.434159
903,0.500000,0.644112,0.612021
904,0.500000,0.622724,0.584432
905,0.500000,0.524294,0.501209
906,0.500000,0.644046,0.610618
907,0.500000,0.382092,0.506675
908,0.500000,0.423908,0.476348
909,0.500000,0.678455,0.595926
910,0.500000,0.612058,0.523580
911,0.500000,0.511400,0.551487
912,0.500000,0.715544,0.805844
913,0.500000,0.466423,0.516008
914,0.500000,0.693563,0.644276
915,0.500000,0.675477,0.603776
916,0.500000,0.535546,0.533286
917,0.500000,0.444710,0.589340
918,0.500000,0.640092,0.626280
919,0.500000,0.609261,0.643910
920,0.500000,0.492153,0.531828
921,0.500000,0.611958,0.650549
922,0.500000,0.425740,0.513665
923,0.500000,0.646199,0.660620
924,0.500000,0.701282,0.645831
925,0.501667,0.533736,0.532111
926,0.501667,0.479023,0.666536
927,0.501667,0.547512,0.495453
928,0.501667,0.549950,0.612277
929,0.501667,0.713348,0.654288
930,0.501667,0.587473,0.498960
931,0.503333,0.461715,0.529269
932,0.503333,0.501695,0.297225
933,0.503333,0.570549,0.553902
934,0.503333,0.509818,0.559862
935,0.503333,0.561310,0.521557
936,0.503333,0.629733,0.545875
937,0.503333,0.702925,0.779227
938,0.503333,0.596380,0.608035
939,0.503333,0.545937,0.552555
940,0.505000,0.715873,0.694435
941,0.505000,0.638285,0.580361
942,0.505000,0.722557,0.704925
943,0.505000,0.584896,0.432189
944,0.505000,0.662220,0.596573
945,0.506667,0.522115,0.537343
946,0.506667,0.466254,0.595994
947,0.506667,0.732359,0.868064
948,0.506667,0.389355,0.473143
949,0.508333,0.541301,0.588105
950,0.508333,0.433912,0.512670
951,0.508333,0.692267,0.571657
952,0.508333,0.484651,0.575635
953,0.508333,0.625805,0.669246
954,0.510000,0.692050,0.754084
955,0.510000,0.561234,0.466294
956,0.510000,0.518924,0.630420
957,0.510000,0.694348,0.595071
958,0.510000,0.618512,0.529695
959,0.511667,0.681057,0.682125
960,0.511667,0.498864,0.610978
961,0.513333,0.716486,0.934409
962,0.513333,0.595834,0.546819
963,0.513333,0.626779,0.579063
964,0.513333,0.515677,0.654871
965,0.513333,0.677377,0.680228
966,0.513333,0.628942,0.666665
967,0.513333,0.655413,0.739588
968,0.515000,0.697072,0.627068
969,0.515000,0.480897,0.586423
970,0.515000,0.567018,0.456799
971,0.515000,0.621984,0.578532
972,0.515000,0.667088,0.647382
973,0.515000,0.667698,0.592430
974,0.516667,0.628386,0.611890
975,0.516667,0.649859,0.495974
976,0.516667,0.626775,0.606475
977,0.516667,0.619567,0.712892
978,0.516667,0.568898,0.683397
979,0.516667,0.642437,0.586007
980,0.516667,0.661453,0.665597
981,0.516667,0.682859,0.575838
982,0.516667,0.599224,0.626447
983,0.516667,0.482949,0.558122
984,0.516667,0.608759,0.593413
985,0.516667,0.692260,0.631684
986,0.516667,0.713978,0.740677
987,0.516667,0.446702,0.429336
988,0.516667,0.489989,0.636202
989,0.516667,0.694249,0.690943
990,0.516667,0.467103,0.495645
991,0.516667,0.379480,0.505939
992,0.516667,0.694354,0.683190
993,0.516667,0.703242,0.675948
994,0.516667,0.650969,0.601792
995,0.516667,0.540210,0.567352
996,0.516667,0.670544,0.588722
997,0.516667,0.710030,0.810797
998,0.516667,0.577082,0.521504
999,0.516667,0.433734,0.477877
1000,0.516667,0.668100,0.654478
1001,0.518333,0.491747,0.396177
1002,0.518333,0.626025,0.660729
1003,0.518333,0.646017,0.605714
1004,0.518333,0.608536,0.613683
1005,0.518333,0.453717,0.559362
1006,0.518333,0.472151,0.520162
1007,0.518333,0.712706,0.560298
1008,0.518333,0.601842,0.629310
1009,0.520000,0.597403,0.470364
1010,0.520000,0.698969,0.665444
1011,0.520000,0.594915,0.638264
1012,0.520000,0.504248,0.613114
1013,0.521667,0.448850,0.374475
1014,0.521667,0.382093,0.467894
1015,0.521667,0.601178,0.616659
1016,0.521667,0.673375,0.587176
1017,0.523333,0.468540,0.421049
1018,0.523333,0.693460,0.596222
1019,0.523333,0.674171,0.677639
1020,0.523333,0.640453,0.692368
1021,0.523333,0.416872,0.477666
1022,0.525000,0.404945,0.594260
1023,0.525000,0.656976,0.636518
1024,0.525000,0.651977,0.540526
1025,0.525000,0.496834,0.554378
1026,0.525000,0.665572,0.652542
1027,0.525000,0.701290,0.552081
1028,0.526667,0.404952,0.625971
1029,0.526667,0.374858,0.506900
1030,0.526667,0.522073,0.545380
1031,0.526667,0.433989,0.555817
1032,0.528333,0.502903,0.586907
1033,0.528333,0.349428,0.444974
1034,0.528333,0.683834,0.522251
1035,0.528333,0.660084,0.807877
1036,0.528333,0.680010,0.619524
1037,0.528333,0.486701,0.384533
1038,0.530000,0.571683,0.543775
1039,0.530000,0.674401,0.698165
1040,0.530000,0.416168,0.463682
1041,0.530000,0.576416,0.597383
1042,0.530000,0.698630,0.585774
1043,0.530000,0.468682,0.450267
1044,0.530000,0.619839,0.607105
1045,0.531667,0.672631,0.639782
1046,0.531667,0.694710,0.659302
1047,0.531667,0.517399,0.613515
1048,0.531667,0.517459,0.439754
1049,0.531667,0.416066,0.508569
1050,0.531667,0.376539,0.591856
1051,0.531667,0.676392,0.601301
1052,0.531667,0.684173,0.610247
1053,0.531667,0.573074,0.542527
1054,0.531667,0.626495,0.572453
1055,0.531667,0.707016,0.701159
1056,0.531667,0.564262,0.526080
1057,0.531667,0.710974,0.626343
1058,0.531667,0.587720,0.635369
1059,0.531667,0.582032,0.550381
1060,0.533333,0.608086,0.469152
1061,0.533333,0.647114,0.621606
1062,0.533333,0.715126,0.747089
1063,0.533333,0.651461,0.617266
1064,0.533333,0.694286,0.471412
1065,0.533333,0.373143,0.516941
1066,0.533333,0.644360,0.630125
1067,0.533333,0.728434,0.848536
1068,0.533333,0.694248,0.583263
1069,0.533333,0.508181,0.538467
1070,0.533333,0.673680,0.626718
1071,0.533333,0.496814,0.574066
1072,0.533333,0.688111,0.665159
1073,0.533333,0.644784,0.621625
1074,0.533333,0.646837,0.616082
1075,0.533333,0.426271,0.428842
1076,0.533333,0.509152,0.377132
1077,0.533333,0.677862,0.646951
1078,0.533333,0.698869,0.743327
1079,0.533333,0.699909,0.645928
1080,0.535000,0.527499,0.620713
1081,0.535000,0.654620,0.582570
1082,0.535000,0.669552,0.664940
1083,0.535000,0.446276,0.615064
1084,0.535000,0.714399,0.773326
1085,0.535000,0.522659,0.574617
1086,0.535000,0.546021,0.572495
1087,0.535000,0.500936,0.608225
1088,0.535000,0.604576,0.460430
1089,0.535000,0.703821,0.746274
1090,0.536667,0.697251,0.670514
1091,0.536667,0.540050,0.659308
1092,0.536667,0.431115,0.547536
1093,0.536667,0.581859,0.625627
1094,0.536667,0.639717,0.639368
1095,0.536667,0.475872,0.598037
1096,0.536667,0.622412,0.705671
1097,0.536667,0.670682,0.555024
1098,0.536667,0.622164,0.685067
1099,0.538333,0.703345,0.613271
1100,0.538333,0.433791,0.482764
1101,0.538333,0.670662,0.660066
1102,0.538333,0.676863,0.588313
1103,0.538333,0.684317,0.684407
1104,0.538333,0.697947,0.735159
1105,0.538333,0.594002,0.589139
1106,0.540000,0.498611,0.552763
1107,0.540000,0.590714,0.690213
1108,0.540000,0.540120,0.628405
1109,0.540000,0.527027,0.551930
1110,0.540000,0.416895,0.508800
1111,0.540000,0.472673,0.546676
1112,0.540000,0.663836,0.628288
1113,0.540000,0.666468,0.639721
1114,0.540000,0.671094,0.641736
1115,0.541667,0.614144,0.680643
1116,0.541667,0.586354,0.622885
1117,0.541667,0.630292,0.618511
1118,0.541667,0.612045,0.597096
1119,0.541667,0.431919,0.469448
1120,0.541667,0.701356,0.746494
1121,0.541667,0.533637,0.487977
1122,0.541667,0.628975,0.575402
1123,0.541667,0.669126,0.716318
1124,0.541667,0.504747,0.441275
1125,0.543333,0.509349,0.451347
1126,0.543333,0.610806,0.617054
1127,0.543333,0.696337,0.701928
1128,0.545000,0.451891,0.436086
1129,0.545000,0.673844,0.612651
1130,0.545000,0.583775,0.719917
1131,0.545000,0.634929,0.570398
1132,0.545000,0.596324,0.571056
1133,0.545000,0.637538,0.688656
1134,0.545000,0.695158,0.560609
1135,0.545000,0.682396,0.669705
1136,0.546667,0.672830,0.550846
1137,0.546667,0.601367,0.575877
1138,0.546667,0.544154,0.521940
1139,0.546667,0.571087,0.561153
1140,0.546667,0.645506,0.686805
1141,0.546667,0.604625,0.605683
1142,0.546667,0.662040,0.613939
1143,0.546667,0.516529,0.545540
1144,0.546667,0.664035,0.556408
1145,0.546667,0.698440,0.624073
1146,0.546667,0.562279,0.509307
1147,0.546667,0.562838,0.525413
1148,0.546667,0.571063,0.560342
1149,0.548333,0.698406,0.669477
1150,0.548333,0.603178,0.589512
1151,0.548333,0.385063,0.573548
1152,0.548333,0.462977,0.498759
1153,0.548333,0.527621,0.723167
1154,0.548333,0.636050,0.681777
1155,0.548333,0.477699,0.500447
1156,0.548333,0.506902,0.590105
1157,0.548333,0.526868,0.732012
1158,0.548333,0.688335,0.626132
1159,0.548333,0.487732,0.570889
1160,0.550000,0.620408,0.533539
1161,0.550000,0.661226,0.659537
1162,0.550000,0.582765,0.575433
1163,0.550000,0.713733,0.691938
1164,0.550000,0.680230,0.550885
1165,0.550000,0.685648,0.613463
1166,0.550000,0.702424,0.674433
1167,0.550000,0.689643,0.632770
1168,0.550000,0.682787,0.622829
1169,0.550000,0.714518,0.601934
1170,0.550000,0.434803,0.424340
1171,0.550000,0.626768,0.511585
1172,0.550000,0.721733,0.792443
1173,0.550000,0.647966,0.601014
1174,0.551667,0.704357,0.595334
1175,0.551667,0.480316,0.530695
1176,0.551667,0.590381,0.608322
1177,0.551667,0.629501,0.582193
1178,0.551667,0.684485,0.590980
1179,0.551667,0.712633,0.602056
1180,0.551667,0.526093,0.577473
1181,0.551667,0.436940,0.544277
1182,0.553333,0.634868,0.676751
1183,0.553333,0.579607,0.538212
1184,0.553333,0.557960,0.715981
1185,0.553333,0.634942,0.674223
1186,0.553333,0.563656,0.577692
1187,0.553333,0.636880,0.540231
1188,0.555000,0.648544,0.713252
1189,0.555000,0.615866,0.684772
1190,0.555000,0.673320,0.686392
1191,0.555000,0.432565,0.510382
1192,0.555000,0.610417,0.636606
1193,0.555000,0.515350,0.651760
1194,0.556667,0.434896,0.475099
1195,0.556667,0.482909,0.650918
1196,0.556667,0.560812,0.523691
1197,0.556667,0.506436,0.533199
1198,0.556667,0.472757,0.611588
1199,0.556667,0.513444,0.591688
1200,0.556667,0.532957,0.608049
1201,0.558333,0.649717,0.621457
1202,0.558333,0.705616,0.747247
1203,0.558333,0.419172,0.573599
1204,0.558333,0.707045,0.624053
1205,0.558333,0.355720,0.516359
1206,0.558333,0.646052,0.628571
1207,0.558333,0.482798,0.599805
1208,0.558333,0.702886,0.620580
1209,0.560000,0.677182,0.619903
1210,0.560000,0.406550,0.499005
1211,0.560000,0.640430,0.570994
1212,0.560000,0.681677,0.705369
1213,0.560000,0.602537,0.634384
1214,0.560000,0.683097,0.686375
1215,0.560000,0.537313,0.538175
1216,0.560000,0.526595,0.633059
1217,0.560000,0.671288,0.680489
1218,0.560000,0.565069,0.592666
1219,0.561667,0.605039,0.664306
1220,0.561667,0.642010,0.589429
1221,0.561667,0.666162,0.596867
1222,0.561667,0.515641,0.642958
1223,0.561667,0.535760,0.660084
1224,0.561667,0.598104,0.511663
1225,0.563333,0.580515,0.507081
1226,0.563333,0.690988,0.563504
1227,0.563333,0.684263,0.717850
1228,0.563333,0.572830,0.572859
1229,0.563333,0.584203,0.602319
1230,0.563333,0.497609,0.535271
1231,0.565000,0.365511,0.416980
1232,0.565000,0.727845,0.724126
1233,0.565000,0.679246,0.663275
1234,0.565000,0.686981,0.610258
1235,0.566667,0.687425,0.762332
1236,0.566667,0.493371,0.549208
1237,0.566667,0.719514,0.813397
1238,0.566667,0.618022,0.525051
1239,0.566667,0.676744,0.625582
1240,0.566667,0.587771,0.603238
1241,0.566667,0.523522,0.584347
1242,0.566667,0.689215,0.619548
1243,0.566667,0.678820,0.668291
1244,0.566667,0.674377,0.696856
1245,0.566667,0.606188,0.543473
1246,0.566667,0.418195,0.550984
1247,0.566667,0.566308,0.634510
1248,0.566667,0.610530,0.544767
1249,0.566667,0.644922,0.642638
1250,0.566667,0.715846,0.606983
1251,0.566667,0.633002,0.638494
1252,0.566667,0.685356,0.631134
1253,0.568333,0.668462,0.705797
1254,0.568333,0.639786,0.712663
1255,0.568333,0.702168,0.746240
1256,0.568333,0.575297,0.593795
1257,0.568333,0.649359,0.588327
1258,0.568333,0.502937,0.538979
1259,0.568333,0.499227,0.783571
1260,0.568333,0.489047,0.555568
1261,0.568333,0.642284,0.610860
1262,0.568333,0.526479,0.620071
1263,0.568333,0.594995,0.563285
1264,0.568333,0.515468,0.592881
1265,0.570000,0.530451,0.662954
1266,0.570000,0.479864,0.530394
1267,0.570000,0.682827,0.685304
1268,0.570000,0.646982,0.585412
1269,0.570000,0.652415,0.636919
1270,0.570000,0.667211,0.698336
1271,0.570000,0.518109,0.557237
1272,0.570000,0.639851,0.684431
1273,0.570000,0.634567,0.642723
1274,0.570000,0.612725,0.632995
1275,0.571667,0.507999,0.674387
1276,0.571667,0.463255,0.728081
1277,0.571667,0.630229,0.650590
1278,0.571667,0.543074,0.597836
1279,0.571667,0.563627,0.657458
1280,0.573333,0.611140,0.642593
1281,0.573333,0.426105,0.492729
1282,0.573333,0.676152,0.624716
1283,0.573333,0.556416,0.630904
1284,0.573333,0.644331,0.555635
1285,0.573333,0.522738,0.655955
1286,0.573333,0.636126,0.705127
1287,0.573333,0.666739,0.564092
1288,0.573333,0.623500,0.594211
1289,0.573333,0.488512,0.455285
1290,0.575000,0.493713,0.538480
1291,0.575000,0.355780,0.440242
1292,0.575000,0.659175,0.642025
1293,0.575000,0.505849,0.519247
1294,0.575000,0.487230,0.487020
1295,0.575000,0.489001,0.535300
1296,0.575000,0.605115,0.505569
1297,0.575000,0.661769,0.692518
1298,0.576667,0.526489,0.529724
1299,0.576667,0.633224,0.668323
1300,0.576667,0.578965,0.653630
1301,0.576667,0.679650,0.664937
1302,0.576667,0.558072,0.548527
1303,0.576667,0.613710,0.628211
1304,0.576667,0.582218,0.642030
1305,0.578333,0.602519,0.504958
1306,0.578333,0.556522,0.577376
1307,0.578333,0.545353,0.640260
1308,0.578333,0.415443,0.488364
1309,0.578333,0.633269,0.699373
1310,0.578333,0.502526,0.524657
1311,0.578333,0.685383,0.692930
1312,0.578333,0.609831,0.584331
1313,0.578333,0.664228,0.712447
1314,0.578333,0.419965,0.513306
1315,0.578333,0.373166,0.394667
1316,0.580000,0.638581,0.536934
1317,0.580000,0.522577,0.555608
1318,0.580000,0.714979,0.797695
1319,0.580000,0.614672,0.540825
1320,0.580000,0.614028,0.686821
1321,0.581667,0.419920,0.525611
1322,0.581667,0.715416,0.686638
1323,0.581667,0.421962,0.548740
1324,0.581667,0.421702,0.503715
1325,0.581667,0.659275,0.682047
1326,0.581667,0.673777,0.651760
1327,0.581667,0.614532,0.618313
1328,0.581667,0.493370,0.397931
1329,0.583333,0.679504,0.787662
1330,0.583333,0.712836,0.646556
1331,0.583333,0.627331,0.600504
1332,0.583333,0.701602,0.705162
1333,0.583333,0.610830,0.609114
1334,0.583333,0.672357,0.624289
1335,0.583333,0.539464,0.698561
1336,0.583333,0.563340,0.666392
1337,0.583333,0.713711,0.643641
1338,0.583333,0.512213,0.454236
1339,0.583333,0.723360,0.783203
1340,0.583333,0.719611,0.823478
1341,0.583333,0.647821,0.628343
1342,0.583333,0.684578,0.537188
1343,0.583333,0.518488,0.554733
1344,0.583333,0.597920,0.622422
1345,0.583333,0.529344,0.610060
1346,0.583333,0.695123,0.660897
1347,0.583333,0.643721,0.627911
1348,0.583333,0.715343,0.684994
1349,0.583333,0.634428,0.634003
1350,0.583333,0.469011,0.623635
1351,0.583333,0.697208,0.673703
1352,0.583333,0.421553,0.523908
1353,0.583333,0.634734,0.606446
1354,0.583333,0.582159,0.586292
1355,0.583333,0.723746,0.795914
1356,0.583333,0.451284,0.552138
1357,0.583333,0.684431,0.565365
1358,0.583333,0.579558,0.569653
1359,0.583333,0.637874,0.691769
1360,0.583333,0.636796,0.616681
1361,0.583333,0.668680,0.676143
1362,0.583333,0.653399,0.515226
1363,0.583333,0.611446,0.585117
1364,0.585000,0.710226,0.679780
1365,0.585000,0.637827,0.563812
1366,0.585000,0.400506,0.407081
1367,0.585000,0.611742,0.549384
1368,0.585000,0.403206,0.554826
1369,0.585000,0.588472,0.584163
1370,0.585000,0.628456,0.548068
1371,0.585000,0.506940,0.543291
1372,0.585000,0.642672,0.712382
1373,0.586667,0.674181,0.725859
1374,0.586667,0.660505,0.580367
1375,0.588333,0.544229,0.557556
1376,0.588333,0.594471,0.759192
1377,0.588333,0.594942,0.639052
1378,0.588333,0.570807,0.633201
1379,0.590000,0.651091,0.631698
1380,0.590000,0.502086,0.604475
1381,0.590000,0.645135,0.586729
1382,0.590000,0.662422,0.655659
1383,0.591667,0.684379,0.703460
1384,0.591667,0.476601,0.558849
1385,0.591667,0.648462,0.710632
1386,0.591667,0.705405,0.666247
1387,0.591667,0.602473,0.532083
1388,0.593333,0.688025,0.680867
1389,0.593333,0.675457,0.607701
1390,0.593333,0.697333,0.593062
1391,0.593333,0.481393,0.549984
1392,0.593333,0.619605,0.669889
1393,0.593333,0.675168,0.663174
1394,0.593333,0.696780,0.768735
1395,0.593333,0.525793,0.650575
1396,0.595000,0.639338,0.714752
1397,0.595000,0.669877,0.612238
1398,0.595000,0.664968,0.610482
1399,0.595000,0.503541,0.600396
1400,0.595000,0.437505,0.454504
1401,0.595000,0.483715,0.483559
1402,0.596667,0.681301,0.527400
1403,0.596667,0.665981,0.637879
1404,0.596667,0.665578,0.640570
1405,0.596667,0.653988,0.730051
1406,0.596667,0.636960,0.619361
1407,0.596667,0.666213,0.634691
1408,0.596667,0.630490,0.607385
1409,0.596667,0.590417,0.665698
1410,0.596667,0.601422,0.664095
1411,0.596667,0.468307,0.595032
1412,0.598333,0.656194,0.675266
1413,0.598333,0.644964,0.556511
1414,0.598333,0.644635,0.603945
1415,0.598333,0.344695,0.483569
1416,0.598333,0.661181,0.639290
1417,0.598333,0.609564,0.651037
1418,0.598333,0.668287,0.626555
1419,0.600000,0.520929,0.574126
1420,0.600000,0.578498,0.491739
1421,0.600000,0.626594,0.620581
1422,0.600000,0.627439,0.676022
1423,0.600000,0.625882,0.655714
1424,0.600000,0.610981,0.522546
1425,0.600000,0.608712,0.725407
1426,0.600000,0.675729,0.643126
1427,0.600000,0.630701,0.731275
1428,0.600000,0.668918,0.739466
1429,0.600000,0.560483,0.664027
1430,0.600000,0.407195,0.602926
1431,0.600000,0.656536,0.658537
1432,0.600000,0.565649,0.601229
1433,0.600000,0.704649,0.678224
1434,0.600000,0.681185,0.597441
1435,0.600000,0.621961,0.670101
1436,0.600000,0.379522,0.364961
1437,0.600000,0.562598,0.566545
1438,0.600000,0.607288,0.608712
1439,0.600000,0.649197,0.612874
1440,0.600000,0.562493,0.663161
1441,0.600000,0.670068,0.662935
1442,0.600000,0.620206,0.628024
1443,0.600000,0.680385,0.620787
1444,0.600000,0.366960,0.503728
1445,0.600000,0.592682,0.635270
1446,0.600000,0.623820,0.586264
1447,0.600000,0.677823,0.586709
1448,0.600000,0.701295,0.588510
1449,0.600000,0.706070,0.740724
1450,0.600000,0.671576,0.694371
1451,0.601667,0.682115,0.752583
1452,0.601667,0.656023,0.636597
1453,0.601667,0.672023,0.502603
1454,0.601667,0.501351,0.481591
1455,0.601667,0.633774,0.672673
1456,0.601667,0.650747,0.658107
1457,0.601667,0.663292,0.493086
1458,0.603333,0.686460,0.628104
1459,0.603333,0.516207,0.602084
1460,0.603333,0.726025,0.731164
1461,0.603333,0.422129,0.517832
1462,0.603333,0.639151,0.677327
1463,0.603333,0.513102,0.566657
1464,0.603333,0.637218,0.679407
1465,0.603333,0.620056,0.746245
1466,0.603333,0.523944,0.629274
1467,0.603333,0.699827,0.752902
1468,0.603333,0.594558,0.541853
1469,0.603333,0.676846,0.676044
1470,0.603333,0.501654,0.546479
1471,0.605000,0.688678,0.665418
1472,0.605000,0.638031,0.836477
1473,0.605000,0.633334,0.683855
1474,0.605000,0.643661,0.594568
1475,0.605000,0.657897,0.690605
1476,0.605000,0.658097,0.634616
1477,0.605000,0.561439,0.662467
1478,0.606667,0.563134,0.577153
1479,0.606667,0.660419,0.724149
1480,0.606667,0.427196,0.547941
1481,0.606667,0.652251,0.529732
1482,0.606667,0.591948,0.632351
1483,0.606667,0.704471,0.894592
1484,0.606667,0.609517,0.639120
1485,0.606667,0.615549,0.776018
1486,0.608333,0.668150,0.640524
1487,0.608333,0.530106,0.608793
1488,0.608333,0.672340,0.542411
1489,0.608333,0.680187,0.592261
1490,0.608333,0.706060,0.650967
1491,0.608333,0.699696,0.701063
1492,0.608333,0.704896,0.707444
1493,0.608333,0.434176,0.525258
1494,0.608333,0.605971,0.500154
1495,0.610000,0.558149,0.590588
1496,0.610000,0.640259,0.571944
1497,0.610000,0.643784,0.565417
1498,0.610000,0.580588,0.553598
1499,0.610000,0.600746,0.627029
1500,0.610000,0.659790,0.746083
1501,0.610000,0.703509,0.646296
1502,0.610000,0.440064,0.228089
1503,0.611667,0.528778,0.400739
1504,0.611667,0.630316,0.579453
1505,0.611667,0.494439,0.652780
1506,0.611667,0.491335,0.614812
1507,0.611667,0.629607,0.715832
1508,0.611667,0.681734,0.710212
1509,0.611667,0.553541,0.709056
1510,0.611667,0.421093,0.508620
1511,0.611667,0.457596,0.606286
1512,0.611667,0.642350,0.611855
1513,0.611667,0.693653,0.632771
1514,0.613333,0.659947,0.690327
1515,0.613333,0.649851,0.655037
1516,0.613333,0.591917,0.630825
1517,0.613333,0.500079,0.644996
1518,0.613333,0.485238,0.617534
1519,0.613333,0.649423,0.716510
1520,0.613333,0.692017,0.654461
1521,0.613333,0.671685,0.684862
1522,0.613333,0.488186,0.454193
1523,0.615000,0.608080,0.603750
1524,0.615000,0.614730,0.505726
1525,0.615000,0.702245,0.752639
1526,0.615000,0.444442,0.552511
1527,0.615000,0.679444,0.669930
1528,0.615000,0.525215,0.642696
1529,0.615000,0.399154,0.451693
1530,0.615000,0.672920,0.577036
1531,0.615000,0.645342,0.712872
1532,0.615000,0.565015,0.707947
1533,0.615000,0.540819,0.593166
1534,0.615000,0.530757,0.491418
1535,0.616667,0.701359,0.791809
1536,0.616667,0.670301,0.655841
1537,0.616667,0.540232,0.628389
1538,0.616667,0.673834,0.641123
1539,0.616667,0.569596,0.583084
1540,0.616667,0.666335,0.619971
1541,0.616667,0.706847,0.776131
1542,0.616667,0.673038,0.544448
1543,0.616667,0.695669,0.655501
1544,0.616667,0.698283,0.779311
1545,0.616667,0.596440,0.639624
1546,0.616667,0.684118,0.700733
1547,0.616667,0.656816,0.660978
1548,0.616667,0.538472,0.572092
1549,0.616667,0.697703,0.708904
1550,0.616667,0.714709,0.766268
1551,0.616667,0.567076,0.619788
1552,0.616667,0.704455,0.690514
1553,0.616667,0.550666,0.573835
1554,0.616667,0.531605,0.626052
1555,0.616667,0.673546,0.640466
1556,0.616667,0.685389,0.949692
1557,0.616667,0.570626,0.499197
1558,0.616667,0.668268,0.617356
1559,0.616667,0.724675,0.773987
1560,0.616667,0.619207,0.606446
1561,0.618333,0.426258,0.431766
1562,0.618333,0.558864,0.626952
1563,0.618333,0.637342,0.651605
1564,0.618333,0.630088,0.509838
1565,0.618333,0.555824,0.462279
1566,0.618333,0.529689,0.534387
1567,0.618333,0.663513,0.606036
1568,0.618333,0.409032,0.465746
1569,0.618333,0.720057,0.637050
1570,0.620000,0.496728,0.560941
1571,0.620000,0.515415,0.574985
1572,0.620000,0.653876,0.798381
1573,0.620000,0.609327,0.513054
1574,0.621667,0.604641,0.646194
1575,0.621667,0.539264,0.558553
1576,0.621667,0.622948,0.683529
1577,0.621667,0.643782,0.541007
1578,0.621667,0.651537,0.674514
1579,0.621667,0.491517,0.624804
1580,0.621667,0.633890,0.723490
1581,0.621667,0.704679,0.768234
1582,0.621667,0.495320,0.585976
1583,0.621667,0.518426,0.620055
1584,0.621667,0.702283,0.769803
1585,0.623333,0.647131,0.695126
1586,0.623333,0.597438,0.613934
1587,0.623333,0.560768,0.511376
1588,0.623333,0.718532,0.712159
1589,0.625000,0.644555,0.560854
1590,0.625000,0.589139,0.642982
1591,0.625000,0.656544,0.716301
1592,0.625000,0.552696,0.660552
1593,0.625000,0.611731,0.504190
1594,0.626667,0.557505,0.527655
1595,0.626667,0.530379,0.579137
1596,0.626667,0.550860,0.617482
1597,0.626667,0.479815,0.380890
1598,0.626667,0.641901,0.653794
1599,0.626667,0.493920,0.510183
1600,0.626667,0.681240,0.643177
1601,0.626667,0.421026,0.515358
1602,0.626667,0.690371,0.702761
1603,0.626667,0.542432,0.542596
1604,0.628333,0.718985,0.779618
1605,0.628333,0.706692,0.723359
1606,0.628333,0.676741,0.739859
1607,0.628333,0.724247,0.794119
1608,0.628333,0.700404,0.737937
