i,target,point,point2,pair
635,0.755690,0.807187,0.849752,0.707630
636,0.755690,0.742039,0.735765,0.684966
637,0.757208,0.735512,0.682412,0.575383
638,0.757208,0.827392,0.917099,0.784760
639,0.757208,0.793032,0.864586,0.733612
640,0.757663,0.733232,0.754686,0.615941
641,0.758649,0.700366,0.675868,0.568875
642,0.758725,0.745293,0.754357,0.624563
643,0.758725,0.813733,0.892604,0.758541
644,0.758725,0.753897,0.799541,0.660717
645,0.758725,0.760028,0.769794,0.639992
646,0.758725,0.800357,0.895637,0.744065
647,0.759484,0.760194,0.731014,0.674587
648,0.761760,0.725610,0.767876,0.615401
649,0.762519,0.755865,0.776642,0.646096
650,0.762519,0.724850,0.683699,0.573605
651,0.763278,0.744225,0.766525,0.667858
652,0.764795,0.751554,0.782169,0.666793
653,0.764795,0.719727,0.742519,0.605902
654,0.764795,0.786601,0.844583,0.685197
655,0.764795,0.751331,0.755805,0.675152
656,0.764795,0.748098,0.746405,0.629225
657,0.765857,0.811814,0.864422,0.736277
658,0.766313,0.716644,0.599982,0.547770
659,0.767071,0.788402,0.854286,0.691778
660,0.767223,0.835315,0.899449,0.784741
661,0.767830,0.804819,0.802147,0.729008
662,0.768589,0.762672,0.794907,0.662546
663,0.768589,0.775338,0.811349,0.703813
664,0.769347,0.759439,0.783728,0.644343
665,0.769499,0.810197,0.863046,0.728928
666,0.769651,0.686426,0.623201,0.546626
667,0.770106,0.757718,0.768049,0.636205
668,0.770865,0.826667,0.837531,0.759059
669,0.773141,0.798505,0.905565,0.729109
670,0.773900,0.787158,0.789518,0.643139
671,0.773900,0.761511,0.799735,0.668853
672,0.774659,0.735718,0.749391,0.656632
673,0.775417,0.790416,0.798491,0.651907
674,0.776176,0.756253,0.754990,0.620878
675,0.776176,0.814450,0.885849,0.739388
676,0.776935,0.812589,0.834223,0.726096
677,0.776935,0.809221,0.874938,0.714997
678,0.778452,0.726437,0.697614,0.574269
679,0.778452,0.750870,0.628542,0.578799
680,0.778452,0.841175,0.933306,0.817006
681,0.778452,0.797512,0.851972,0.695388
682,0.778452,0.807251,0.916901,0.722220
683,0.779211,0.774427,0.825395,0.659413
684,0.779970,0.799241,0.847016,0.744121
685,0.781487,0.755188,0.774462,0.648945
686,0.781487,0.757050,0.735123,0.613788
687,0.781487,0.756679,0.743870,0.638354
688,0.781487,0.832119,0.840866,0.746364
689,0.781487,0.714644,0.675208,0.579203
690,0.781487,0.734969,0.771081,0.669549
691,0.782246,0.786781,0.768255,0.652623
692,0.782246,0.794396,0.795492,0.657373
693,0.782246,0.787237,0.776511,0.725481
694,0.783005,0.738430,0.752772,0.604171
695,0.783005,0.789881,0.818537,0.661431
696,0.783005,0.795196,0.842031,0.674711
697,0.784522,0.771402,0.847479,0.704154
698,0.785281,0.713196,0.691501,0.581246
699,0.786039,0.771856,0.782875,0.657170
700,0.786039,0.766210,0.823377,0.675666
701,0.786039,0.790677,0.832821,0.752809
702,0.786950,0.774217,0.822720,0.674346
703,0.787557,0.771402,0.847479,0.704154
704,0.787557,0.773185,0.824975,0.696635
705,0.788316,0.780452,0.808811,0.656368
706,0.788316,0.817965,0.882704,0.726399
707,0.789833,0.791869,0.793598,0.649903
708,0.789833,0.798819,0.831779,0.679349
709,0.791351,0.762982,0.800925,0.663109
710,0.791351,0.777486,0.815101,0.697691
711,0.791351,0.750444,0.783732,0.667832
712,0.792109,0.750957,0.796037,0.648358
713,0.792489,0.829878,0.896302,0.774735
714,0.793627,0.782128,0.799616,0.669187
715,0.793703,0.810786,0.832311,0.701306
716,0.795903,0.789835,0.813905,0.684433
717,0.795903,0.780407,0.809840,0.688598
718,0.795903,0.802354,0.829474,0.698978
719,0.796662,0.852941,0.945725,0.848115
720,0.797420,0.778631,0.798925,0.687708
721,0.797420,0.751368,0.741719,0.612340
722,0.798179,0.785570,0.839520,0.704069
723,0.798179,0.786729,0.828803,0.731791
724,0.798407,0.816082,0.887312,0.758438
725,0.799697,0.835863,0.902478,0.776560
726,0.799697,0.856465,0.908206,0.805151
727,0.799697,0.774296,0.758956,0.632318
728,0.799697,0.781631,0.790422,0.657331
729,0.801214,0.790647,0.847147,0.726323
730,0.801973,0.770619,0.836360,0.682537
731,0.803490,0.766786,0.795396,0.652923
732,0.803490,0.823082,0.892025,0.751076
733,0.804249,0.818620,0.861380,0.698900
734,0.804249,0.782753,0.796524,0.667917
735,0.805008,0.857946,0.931766,0.819824
736,0.805387,0.718742,0.825752,0.652895
737,0.805766,0.793561,0.860664,0.720863
738,0.806373,0.812025,0.886283,0.755223
739,0.807284,0.788549,0.818514,0.659277
740,0.807284,0.802094,0.853580,0.709047
741,0.808042,0.752421,0.774530,0.619663
742,0.810319,0.800680,0.842491,0.683397
743,0.810319,0.797964,0.852460,0.718858
744,0.811077,0.810731,0.832350,0.701226
745,0.811836,0.868834,0.877876,0.703555
746,0.812595,0.780845,0.829546,0.709917
747,0.812595,0.795625,0.845812,0.712816
748,0.813354,0.807307,0.819488,0.693848
749,0.813657,0.719852,0.719566,0.635744
750,0.815326,0.825669,0.823757,0.716796
751,0.815630,0.794966,0.872010,0.730486
752,0.815630,0.882450,0.959654,0.876283
753,0.815630,0.797898,0.824458,0.709551
754,0.815630,0.731112,0.699754,0.605195
755,0.815630,0.777773,0.807329,0.657860
756,0.817147,0.796680,0.843774,0.709316
757,0.817147,0.639784,0.553979,0.527185
758,0.817906,0.814787,0.874849,0.717542
759,0.817906,0.808219,0.890474,0.714401
760,0.817906,0.914862,0.942327,0.892020
761,0.818892,0.810057,0.875994,0.753392
762,0.819423,0.806622,0.859986,0.729525
763,0.819423,0.803319,0.862398,0.752243
764,0.819423,0.797065,0.839102,0.702698
765,0.819423,0.803098,0.860300,0.728461
766,0.819423,0.828671,0.881519,0.744340
767,0.820182,0.819589,0.873092,0.737109
768,0.821700,0.874055,0.980181,0.881668
769,0.823976,0.764879,0.795328,0.654946
770,0.823976,0.807709,0.851096,0.718112
771,0.824734,0.814867,0.845889,0.693219
772,0.825493,0.843384,0.917617,0.781757
773,0.825493,0.823636,0.879940,0.747524
774,0.825493,0.811136,0.873680,0.750735
775,0.826252,0.781986,0.808354,0.680595
776,0.827011,0.807305,0.900258,0.721669
777,0.827011,0.811549,0.872010,0.743525
778,0.827011,0.779003,0.799483,0.659054
779,0.827011,0.779658,0.799618,0.658496
780,0.828528,0.815413,0.845706,0.694826
781,0.829287,0.804704,0.855866,0.726056
782,0.830046,0.844614,0.916188,0.780704
783,0.830046,0.863591,0.948512,0.852525
784,0.832322,0.809643,0.852442,0.740811
785,0.832322,0.864949,0.938934,0.839922
786,0.832777,0.701978,0.651983,0.588578
787,0.833080,0.782186,0.860675,0.770593
788,0.833080,0.825597,0.892986,0.768380
789,0.833080,0.821044,0.848424,0.703142
790,0.834598,0.811737,0.853597,0.729141
791,0.834598,0.856701,0.930126,0.797883
792,0.834598,0.784432,0.881481,0.694058
793,0.835357,0.819129,0.888123,0.746953
794,0.838392,0.857484,0.930234,0.808018
795,0.841426,0.821293,0.867267,0.746268
796,0.842185,0.800687,0.841223,0.708317
797,0.842944,0.850406,0.926095,0.810410
798,0.842944,0.824188,0.892379,0.770878
799,0.844461,0.819564,0.871420,0.756618
800,0.844765,0.827000,0.828045,0.720989
801,0.845220,0.795838,0.854779,0.717366
802,0.845979,0.884679,0.941045,0.857586
803,0.846737,0.827244,0.862621,0.740817
804,0.847496,0.857596,0.967050,0.846573
805,0.848255,0.854738,0.950015,0.809438
806,0.849014,0.823217,0.864965,0.713556
807,0.849014,0.849633,0.910488,0.831469
808,0.849772,0.834002,0.894378,0.786669
809,0.849772,0.821862,0.866980,0.703074
810,0.849772,0.844800,0.897019,0.792732
811,0.849772,0.848256,0.937864,0.831122
812,0.850531,0.889524,0.959212,0.898103
813,0.852504,0.673973,0.590815,0.558739
814,0.852807,0.830771,0.904127,0.781455
815,0.856601,0.875530,0.943949,0.860113
816,0.858118,0.861695,0.914602,0.827660
817,0.858118,0.834208,0.899163,0.785566
818,0.858877,0.835539,0.896142,0.775779
819,0.861912,0.841741,0.906533,0.794399
820,0.861912,0.884982,0.961849,0.906479
821,0.863429,0.872383,0.938772,0.846955
822,0.863429,0.759912,0.670333,0.563587
823,0.863429,0.843125,0.911564,0.827331
824,0.865706,0.835581,0.894347,0.774732
825,0.866464,0.846492,0.911066,0.802909
826,0.867223,0.696672,0.744951,0.635690
827,0.867223,0.834977,0.895876,0.774506
828,0.868741,0.819897,0.897444,0.765572
829,0.869499,0.866886,0.935745,0.834744
830,0.871017,0.833111,0.837768,0.722918
831,0.871017,0.841581,0.901121,0.787920
832,0.872534,0.845747,0.918272,0.818355
833,0.873141,0.886788,0.916619,0.861583
834,0.873293,0.896213,0.971022,0.926963
835,0.877086,0.870828,0.947950,0.852031
836,0.877845,0.877380,0.937896,0.861601
837,0.878604,0.889422,0.938492,0.873892
838,0.879363,0.838100,0.886914,0.786397
839,0.880121,0.850118,0.907021,0.807790
840,0.880121,0.838599,0.888148,0.752165
841,0.880804,0.805186,0.873131,0.737511
842,0.881639,0.863798,0.859907,0.754265
843,0.884674,0.900270,0.999302,0.880371
844,0.885432,0.818421,0.877329,0.716496
845,0.887709,0.859968,0.915860,0.825205
846,0.888164,0.828904,0.738493,0.610653
847,0.888467,0.875062,0.943311,0.886437
848,0.891502,0.878725,0.954532,0.885092
849,0.891502,0.859604,0.928915,0.838608
850,0.891502,0.879925,0.929020,0.874119
851,0.899848,0.903434,0.947874,0.922467
852,0.899848,0.892027,0.946086,0.900632
853,0.901366,0.863610,0.903040,0.840703
854,0.902124,0.890634,0.931348,0.876687
855,0.904401,0.882717,0.917595,0.824735
856,0.904401,0.850728,0.917186,0.813299
857,0.904401,0.850728,0.917186,0.813299
858,0.906677,0.944007,1.000000,0.876301
859,0.907436,0.830153,0.849818,0.726581
860,0.908953,0.835798,0.864240,0.740799
861,0.908953,0.830684,0.859305,0.731638
862,0.908953,0.824493,0.840674,0.715528
863,0.909712,0.943087,0.999565,0.889023
864,0.912747,0.822481,0.769800,0.620957
865,0.912747,0.894929,0.957072,0.926610
866,0.914264,0.834468,0.870291,0.743449
867,0.915023,0.895844,0.962969,0.910996
868,0.915781,0.869875,0.935580,0.858340
869,0.916540,0.912437,0.989230,0.980746
870,0.917299,0.900768,0.956520,0.918703
871,0.918816,0.819765,0.849711,0.721511
872,0.919575,0.870963,0.932816,0.847885
873,0.919803,0.789766,0.536076,0.522825
874,0.921093,0.837328,0.760587,0.673911
875,0.923369,0.885306,0.945389,0.887921
876,0.924127,0.902524,0.967080,0.943383
877,0.924127,0.876399,0.931088,0.863207
878,0.926404,0.811894,0.871565,0.746400
879,0.927162,0.886514,0.943763,0.886296
880,0.927162,0.827616,0.892184,0.766355
881,0.928680,0.928990,0.999804,0.840316
882,0.929514,0.835196,0.737750,0.611532
883,0.933232,0.921061,0.997866,0.950879
884,0.934370,0.711509,0.664481,0.584282
885,0.936267,0.934219,0.999925,0.855262
886,0.937785,0.886969,0.920742,0.838482
887,0.941578,0.832694,0.895461,0.772696
888,0.944613,0.870538,0.942666,0.850071
889,0.951442,0.857317,0.907616,0.801217
890,0.952959,0.908042,0.964078,0.931262
891,0.957511,0.880743,0.926286,0.848022
892,0.957511,0.862739,0.908598,0.801444
893,0.962822,0.900270,0.999302,0.880371
894,0.963581,0.922898,0.942287,0.896385
895,0.963581,0.919493,0.966003,0.955381
896,0.964340,0.874821,0.944440,0.863263
897,0.965099,0.931942,0.995733,0.990847
898,0.966920,0.758652,0.610654,0.539426
899,0.981791,0.939446,0.978187,1.000000
900,0.999241,0.942643,0.965625,0.963854
901,1.000000,0.904802,0.964585,0.930732
