i,target,point,pair
822,0.863429,0.766713,0.593261
823,0.863429,0.862458,0.813375
824,0.865706,0.777552,0.693838
825,0.866464,0.787956,0.744741
826,0.867223,0.717812,0.611060
827,0.867223,0.792381,0.739192
828,0.868741,0.738360,0.749235
829,0.869499,0.853438,0.805550
830,0.871017,0.750955,0.688877
831,0.871017,0.803074,0.707066
832,0.872534,0.825073,0.786481
833,0.873141,0.827281,0.801363
834,0.873293,0.838156,0.811951
835,0.877086,0.848913,0.799287
836,0.877845,0.768672,0.799053
837,0.878604,0.863862,0.871763
838,0.879363,0.783574,0.747973
839,0.880121,0.805229,0.784933
840,0.880121,0.767632,0.710929
841,0.880804,0.787056,0.757734
842,0.881639,0.812924,0.742118
843,0.884674,0.979405,0.956177
844,0.885432,0.735002,0.713650
845,0.887709,0.834570,0.801160
846,0.888164,0.720080,0.623061
847,0.888467,0.786394,0.799535
848,0.891502,0.882326,0.859567
849,0.891502,0.792558,0.732543
850,0.891502,0.951525,0.798758
851,0.899848,0.900170,0.829686
852,0.899848,0.922747,0.870524
853,0.901366,0.850476,0.775695
854,0.902124,0.853823,0.759140
855,0.904401,0.932538,0.874664
856,0.904401,0.892349,0.783546
857,0.904401,0.867940,0.797577
858,0.906677,0.995512,0.959378
859,0.907436,0.687370,0.699891
860,0.908953,0.687080,0.681537
861,0.908953,0.686844,0.688625
862,0.908953,0.687118,0.706571
863,0.909712,1.000000,0.962838
864,0.912747,0.837258,0.642180
865,0.912747,0.880392,0.849286
866,0.914264,0.686526,0.669773
867,0.915023,0.917131,0.858290
868,0.915781,0.825198,0.790403
869,0.916540,0.989540,0.930156
870,0.917299,0.830687,0.853350
871,0.918816,0.681054,0.671219
872,0.919575,0.841719,0.754125
873,0.919803,0.692736,0.535776
874,0.921093,0.859037,0.689019
875,0.923369,0.944253,0.840728
876,0.924127,0.942626,0.918402
877,0.924127,0.843072,0.807667
878,0.926404,0.803015,0.754527
879,0.927162,0.863430,0.844531
880,0.927162,0.792430,0.737607
881,0.928680,0.988091,0.928017
882,0.929514,0.882210,0.615331
883,0.933232,0.989096,0.984202
884,0.934370,0.560941,0.492202
885,0.936267,0.993189,0.950327
886,0.937785,0.820170,0.797733
887,0.941578,0.792383,0.739022
888,0.944613,0.891861,0.834770
889,0.951442,0.847867,0.755686
890,0.952959,0.977074,0.962176
891,0.957511,0.844039,0.810421
892,0.957511,0.843302,0.781279
893,0.962822,0.979405,0.956178
894,0.963581,0.891836,0.867071
895,0.963581,0.908937,0.900424
896,0.964340,0.881460,0.804827
897,0.965099,0.988104,1.000000
898,0.966920,0.646920,0.531180
899,0.981791,0.913140,0.965019
900,0.999241,0.947486,0.942789
901,1.000000,0.941616,0.911777
